date,region,product_id,product_name,channel,units_sold,unit_price,returns_units,returns_value,unit_cost
2026-04-02,North,SKU-102,Nimbus Bottle,retail,30,28.0,0,0.0,11.0
2026-04-02,North,SKU-103,Halo Phone Stand,web,136,19.0,5,95.0,7.5
2026-04-02,North,SKU-103,Halo Phone Stand,marketplace,77,19.0,4,76.0,7.5
2026-04-02,North,SKU-103,Halo Phone Stand,retail,36,19.0,1,19.0,7.5
2026-04-02,North,SKU-104,Drift Yoga Mat,web,30,55.0,1,55.0,26.0
2026-04-02,North,SKU-104,Drift Yoga Mat,marketplace,16,55.0,2,110.0,26.0
2026-04-02,North,SKU-104,Drift Yoga Mat,retail,7,55.0,0,0.0,26.0
2026-04-02,South,SKU-101,Aurora Desk Lamp,web,72,42.0,2,84.0,24.0
2026-04-02,South,SKU-101,Aurora Desk Lamp,marketplace,37,42.0,1,42.0,24.0
2026-04-02,South,SKU-101,Aurora Desk Lamp,retail,18,42.0,0,0.0,24.0
2026-04-02,South,SKU-102,Nimbus Bottle,web,124,28.0,5,140.0,11.0
2026-04-02,South,SKU-102,Nimbus Bottle,marketplace,65,28.0,2,56.0,11.0
2026-04-02,South,SKU-102,Nimbus Bottle,retail,32,28.0,0,0.0,11.0
2026-04-02,South,SKU-103,Halo Phone Stand,web,160,19.0,3,57.0,7.5
2026-04-02,South,SKU-103,Halo Phone Stand,marketplace,74,19.0,4,76.0,7.5
2026-04-02,South,SKU-103,Halo Phone Stand,retail,41,19.0,1,19.0,7.5
2026-04-02,South,SKU-104,Drift Yoga Mat,web,32,55.0,1,55.0,26.0
2026-04-02,South,SKU-104,Drift Yoga Mat,marketplace,17,55.0,1,55.0,26.0
2026-04-02,South,SKU-104,Drift Yoga Mat,retail,8,55.0,0,0.0,26.0
2026-04-02,West,SKU-101,Aurora Desk Lamp,web,45,42.0,1,42.0,24.0
2026-04-02,West,SKU-101,Aurora Desk Lamp,marketplace,25,42.0,0,0.0,24.0
2026-04-02,West,SKU-101,Aurora Desk Lamp,retail,12,42.0,0,0.0,24.0
2026-04-02,West,SKU-102,Nimbus Bottle,web,82,28.0,3,84.0,11.0
2026-04-02,West,SKU-102,Nimbus Bottle,marketplace,38,28.0,1,28.0,11.0
2026-04-02,West,SKU-102,Nimbus Bottle,retail,20,28.0,0,0.0,11.0
2026-04-02,West,SKU-103,Halo Phone Stand,web,102,19.0,7,133.0,7.5
2026-04-02,West,SKU-103,Halo Phone Stand,marketplace,55,19.0,3,57.0,7.5
2026-04-02,West,SKU-103,Halo Phone Stand,retail,26,19.0,1,19.0,7.5
2026-04-02,West,SKU-104,Drift Yoga Mat,web,20,55.0,1,55.0,26.0
2026-04-02,West,SKU-104,Drift Yoga Mat,marketplace,11,55.0,1,55.0,26.0
2026-04-02,West,SKU-104,Drift Yoga Mat,retail,5,55.0,0,0.0,26.0
2026-04-03,North,SKU-101,Aurora Desk Lamp,web,68,42.0,1,42.0,24.0
2026-04-03,North,SKU-101,Aurora Desk Lamp,marketplace,40,42.0,1,42.0,24.0
2026-04-03,North,SKU-101,Aurora Desk Lamp,retail,21,42.0,0,0.0,24.0
2026-04-03,North,SKU-102,Nimbus Bottle,web,126,28.0,3,84.0,11.0
2026-04-03,North,SKU-102,Nimbus Bottle,marketplace,64,28.0,2,56.0,11.0
2026-04-03,North,SKU-102,Nimbus Bottle,retail,31,28.0,0,0.0,11.0
2026-04-03,North,SKU-103,Halo Phone Stand,web,154,19.0,8,152.0,7.5
2026-04-03,North,SKU-103,Halo Phone Stand,marketplace,85,19.0,5,95.0,7.5
2026-04-03,North,SKU-103,Halo Phone Stand,retail,43,19.0,1,19.0,7.5
2026-04-03,North,SKU-104,Drift Yoga Mat,web,34,55.0,2,110.0,26.0
2026-04-03,North,SKU-104,Drift Yoga Mat,marketplace,18,55.0,1,55.0,26.0
2026-04-03,North,SKU-104,Drift Yoga Mat,retail,8,55.0,0,0.0,26.0
2026-04-03,South,SKU-101,Aurora Desk Lamp,web,78,42.0,2,84.0,24.0
2026-04-03,South,SKU-101,Aurora Desk Lamp,marketplace,46,42.0,1,42.0,24.0
2026-04-03,South,SKU-101,Aurora Desk Lamp,retail,23,42.0,0,0.0,24.0
2026-04-03,South,SKU-102,Nimbus Bottle,web,136,28.0,4,112.0,11.0
2026-04-03,South,SKU-102,Nimbus Bottle,marketplace,72,28.0,3,84.0,11.0
2026-04-03,South,SKU-102,Nimbus Bottle,retail,35,28.0,1,28.0,11.0
2026-04-03,South,SKU-103,Halo Phone Stand,web,176,19.0,12,228.0,7.5
2026-04-03,South,SKU-103,Halo Phone Stand,marketplace,102,19.0,5,95.0,7.5
2026-04-03,South,SKU-103,Halo Phone Stand,retail,44,19.0,3,57.0,7.5
2026-04-03,South,SKU-104,Drift Yoga Mat,web,40,55.0,4,220.0,26.0
2026-04-03,South,SKU-104,Drift Yoga Mat,marketplace,20,55.0,1,55.0,26.0
2026-04-03,South,SKU-104,Drift Yoga Mat,retail,10,55.0,0,0.0,26.0
2026-04-03,West,SKU-101,Aurora Desk Lamp,web,50,42.0,2,84.0,24.0
2026-04-03,West,SKU-101,Aurora Desk Lamp,marketplace,28,42.0,0,0.0,24.0
2026-04-03,West,SKU-101,Aurora Desk Lamp,retail,13,42.0,0,0.0,24.0
2026-04-03,West,SKU-102,Nimbus Bottle,web,90,28.0,4,112.0,11.0
2026-04-03,West,SKU-102,Nimbus Bottle,marketplace,47,28.0,1,28.0,11.0
2026-04-03,West,SKU-102,Nimbus Bottle,retail,24,28.0,0,0.0,11.0
2026-04-03,West,SKU-103,Halo Phone Stand,web,110,19.0,5,95.0,7.5
2026-04-03,West,SKU-103,Halo Phone Stand,marketplace,61,19.0,2,38.0,7.5
2026-04-03,West,SKU-103,Halo Phone Stand,retail,32,19.0,1,19.0,7.5
2026-04-03,West,SKU-104,Drift Yoga Mat,web,25,55.0,1,55.0,26.0
2026-04-03,West,SKU-104,Drift Yoga Mat,marketplace,12,55.0,0,0.0,26.0
2026-04-03,West,SKU-104,Drift Yoga Mat,retail,6,55.0,0,0.0,26.0
2026-04-04,North,SKU-101,Aurora Desk Lamp,web,87,42.0,1,42.0,24.0
2026-04-04,North,SKU-101,Aurora Desk Lamp,marketplace,48,42.0,2,84.0,24.0
2026-04-04,North,SKU-101,Aurora Desk Lamp,retail,22,42.0,0,0.0,24.0
2026-04-04,North,SKU-102,Nimbus Bottle,web,148,28.0,8,224.0,11.0
2026-04-04,North,SKU-102,Nimbus Bottle,marketplace,71,28.0,2,56.0,11.0
2026-04-04,North,SKU-102,Nimbus Bottle,retail,42,28.0,2,56.0,11.0
2026-04-04,North,SKU-103,Halo Phone Stand,web,176,19.0,10,190.0,7.5
2026-04-04,North,SKU-103,Halo Phone Stand,marketplace,101,19.0,6,114.0,7.5
2026-04-04,North,SKU-103,Halo Phone Stand,retail,53,19.0,2,38.0,7.5
2026-04-04,North,SKU-104,Drift Yoga Mat,web,40,55.0,2,110.0,26.0
2026-04-04,North,SKU-104,Drift Yoga Mat,marketplace,21,55.0,1,55.0,26.0
2026-04-04,North,SKU-104,Drift Yoga Mat,retail,10,55.0,0,0.0,26.0
2026-04-04,South,SKU-101,Aurora Desk Lamp,web,95,42.0,3,126.0,24.0
2026-04-04,South,SKU-101,Aurora Desk Lamp,marketplace,50,42.0,1,42.0,24.0
2026-04-04,South,SKU-101,Aurora Desk Lamp,retail,26,42.0,0,0.0,24.0
2026-04-04,South,SKU-102,Nimbus Bottle,web,162,28.0,8,224.0,11.0
2026-04-04,South,SKU-102,Nimbus Bottle,marketplace,87,28.0,2,56.0,11.0
2026-04-04,South,SKU-102,Nimbus Bottle,retail,47,28.0,2,56.0,11.0
2026-04-04,South,SKU-103,Halo Phone Stand,web,207,19.0,12,228.0,7.5
2026-04-04,South,SKU-103,Halo Phone Stand,marketplace,108,19.0,6,114.0,7.5
2026-04-04,South,SKU-103,Halo Phone Stand,retail,49,19.0,2,38.0,7.5
2026-04-04,South,SKU-104,Drift Yoga Mat,web,46,55.0,5,275.0,26.0
2026-04-04,South,SKU-104,Drift Yoga Mat,marketplace,24,55.0,3,165.0,26.0
2026-04-04,South,SKU-104,Drift Yoga Mat,retail,12,55.0,1,55.0,26.0
2026-04-04,West,SKU-101,Aurora Desk Lamp,web,62,42.0,1,42.0,24.0
2026-04-04,West,SKU-101,Aurora Desk Lamp,marketplace,31,42.0,1,42.0,24.0
2026-04-04,West,SKU-101,Aurora Desk Lamp,retail,17,42.0,0,0.0,24.0
2026-04-04,West,SKU-102,Nimbus Bottle,web,106,28.0,3,84.0,11.0
2026-04-04,West,SKU-102,Nimbus Bottle,marketplace,57,28.0,1,28.0,11.0
2026-04-04,West,SKU-102,Nimbus Bottle,retail,26,28.0,1,28.0,11.0
2026-04-04,West,SKU-103,Halo Phone Stand,web,134,19.0,5,95.0,7.5
2026-04-04,West,SKU-103,Halo Phone Stand,marketplace,70,19.0,3,57.0,7.5
2026-04-04,West,SKU-103,Halo Phone Stand,retail,36,19.0,3,57.0,7.5
2026-04-04,West,SKU-104,Drift Yoga Mat,web,28,55.0,3,165.0,26.0
2026-04-04,West,SKU-104,Drift Yoga Mat,marketplace,15,55.0,1,55.0,26.0
2026-04-04,West,SKU-104,Drift Yoga Mat,retail,7,55.0,0,0.0,26.0
2026-04-05,North,SKU-101,Aurora Desk Lamp,web,79,42.0,1,42.0,24.0
2026-04-05,North,SKU-101,Aurora Desk Lamp,marketplace,44,42.0,1,42.0,24.0
2026-04-05,North,SKU-101,Aurora Desk Lamp,retail,22,42.0,0,0.0,24.0
2026-04-05,North,SKU-102,Nimbus Bottle,web,140,28.0,4,112.0,11.0
2026-04-05,North,SKU-102,Nimbus Bottle,marketplace,76,28.0,2,56.0,11.0
2026-04-05,North,SKU-102,Nimbus Bottle,retail,35,28.0,1,28.0,11.0
2026-04-05,North,SKU-103,Halo Phone Stand,web,171,19.0,9,171.0,7.5
2026-04-05,North,SKU-103,Halo Phone Stand,marketplace,89,19.0,3,57.0,7.5
2026-04-05,North,SKU-103,Halo Phone Stand,retail,48,19.0,2,38.0,7.5
2026-04-05,North,SKU-104,Drift Yoga Mat,web,39,55.0,3,165.0,26.0
2026-04-05,North,SKU-104,Drift Yoga Mat,marketplace,20,55.0,1,55.0,26.0
2026-04-05,North,SKU-104,Drift Yoga Mat,retail,9,55.0,0,0.0,26.0
2026-04-05,South,SKU-101,Aurora Desk Lamp,web,91,42.0,2,84.0,24.0
2026-04-05,South,SKU-101,Aurora Desk Lamp,marketplace,45,42.0,1,42.0,24.0
2026-04-05,South,SKU-101,Aurora Desk Lamp,retail,23,42.0,0,0.0,24.0
2026-04-05,South,SKU-102,Nimbus Bottle,web,153,28.0,5,140.0,11.0
2026-04-05,South,SKU-102,Nimbus Bottle,marketplace,88,28.0,2,56.0,11.0
2026-04-05,South,SKU-102,Nimbus Bottle,retail,41,28.0,1,28.0,11.0
2026-04-05,South,SKU-103,Halo Phone Stand,web,209,19.0,12,228.0,7.5
2026-04-05,South,SKU-103,Halo Phone Stand,marketplace,96,19.0,4,76.0,7.5
2026-04-05,South,SKU-103,Halo Phone Stand,retail,55,19.0,2,38.0,7.5
2026-04-05,South,SKU-104,Drift Yoga Mat,web,44,55.0,4,220.0,26.0
2026-04-05,South,SKU-104,Drift Yoga Mat,marketplace,23,55.0,1,55.0,26.0
2026-04-05,South,SKU-104,Drift Yoga Mat,retail,11,55.0,1,55.0,26.0
2026-04-05,West,SKU-101,Aurora Desk Lamp,web,61,42.0,1,42.0,24.0
2026-04-05,West,SKU-101,Aurora Desk Lamp,marketplace,27,42.0,0,0.0,24.0
2026-04-05,West,SKU-101,Aurora Desk Lamp,retail,15,42.0,0,0.0,24.0
2026-04-05,West,SKU-102,Nimbus Bottle,web,100,28.0,3,84.0,11.0
2026-04-05,West,SKU-102,Nimbus Bottle,marketplace,50,28.0,2,56.0,11.0
2026-04-05,West,SKU-102,Nimbus Bottle,retail,27,28.0,1,28.0,11.0
2026-04-05,West,SKU-103,Halo Phone Stand,web,126,19.0,6,114.0,7.5
2026-04-05,West,SKU-103,Halo Phone Stand,marketplace,72,19.0,3,57.0,7.5
2026-04-05,West,SKU-103,Halo Phone Stand,retail,31,19.0,1,19.0,7.5
2026-04-05,West,SKU-104,Drift Yoga Mat,web,27,55.0,2,110.0,26.0
2026-04-05,West,SKU-104,Drift Yoga Mat,marketplace,15,55.0,1,55.0,26.0
2026-04-05,West,SKU-104,Drift Yoga Mat,retail,7,55.0,0,0.0,26.0
2026-04-06,North,SKU-101,Aurora Desk Lamp,web,60,42.0,2,84.0,24.0
2026-04-06,North,SKU-101,Aurora Desk Lamp,marketplace,29,42.0,1,42.0,24.0
2026-04-06,North,SKU-101,Aurora Desk Lamp,retail,15,42.0,0,0.0,24.0
2026-04-06,North,SKU-102,Nimbus Bottle,web,102,28.0,3,84.0,11.0
2026-04-06,North,SKU-102,Nimbus Bottle,marketplace,56,28.0,2,56.0,11.0
2026-04-06,North,SKU-102,Nimbus Bottle,retail,28,28.0,1,28.0,11.0
2026-04-06,North,SKU-103,Halo Phone Stand,web,124,19.0,7,133.0,7.5
2026-04-06,North,SKU-103,Halo Phone Stand,marketplace,74,19.0,5,95.0,7.5
2026-04-06,North,SKU-103,Halo Phone Stand,retail,34,19.0,1,19.0,7.5
2026-04-06,North,SKU-104,Drift Yoga Mat,web,29,55.0,1,55.0,26.0
2026-04-06,North,SKU-104,Drift Yoga Mat,marketplace,14,55.0,1,55.0,26.0
2026-04-06,North,SKU-104,Drift Yoga Mat,retail,7,55.0,0,0.0,26.0
2026-04-06,South,SKU-101,Aurora Desk Lamp,web,67,42.0,2,84.0,24.0
2026-04-06,South,SKU-101,Aurora Desk Lamp,marketplace,37,42.0,1,42.0,24.0
2026-04-06,South,SKU-101,Aurora Desk Lamp,retail,18,42.0,0,0.0,24.0
2026-04-06,South,SKU-102,Nimbus Bottle,web,117,28.0,4,112.0,11.0
2026-04-06,South,SKU-102,Nimbus Bottle,marketplace,66,28.0,2,56.0,11.0
2026-04-06,South,SKU-102,Nimbus Bottle,retail,33,28.0,1,28.0,11.0
2026-04-06,South,SKU-103,Halo Phone Stand,web,146,19.0,8,152.0,7.5
2026-04-06,South,SKU-103,Halo Phone Stand,marketplace,78,19.0,2,38.0,7.5
2026-04-06,South,SKU-103,Halo Phone Stand,retail,38,19.0,2,38.0,7.5
2026-04-06,South,SKU-104,Drift Yoga Mat,web,32,55.0,2,110.0,26.0
2026-04-06,South,SKU-104,Drift Yoga Mat,marketplace,15,55.0,1,55.0,26.0
2026-04-06,South,SKU-104,Drift Yoga Mat,retail,8,55.0,0,0.0,26.0
2026-04-06,West,SKU-101,Aurora Desk Lamp,web,43,42.0,0,0.0,24.0
2026-04-06,West,SKU-101,Aurora Desk Lamp,marketplace,22,42.0,0,0.0,24.0
2026-04-06,West,SKU-101,Aurora Desk Lamp,retail,12,42.0,0,0.0,24.0
2026-04-06,West,SKU-102,Nimbus Bottle,web,75,28.0,2,56.0,11.0
2026-04-06,West,SKU-102,Nimbus Bottle,marketplace,40,28.0,1,28.0,11.0
2026-04-06,West,SKU-102,Nimbus Bottle,retail,19,28.0,0,0.0,11.0
2026-04-06,West,SKU-103,Halo Phone Stand,web,92,19.0,2,38.0,7.5
2026-04-06,West,SKU-103,Halo Phone Stand,marketplace,51,19.0,3,57.0,7.5
2026-04-06,West,SKU-103,Halo Phone Stand,retail,25,19.0,1,19.0,7.5
2026-04-06,West,SKU-104,Drift Yoga Mat,web,21,55.0,1,55.0,26.0
2026-04-06,West,SKU-104,Drift Yoga Mat,marketplace,10,55.0,1,55.0,26.0
2026-04-06,West,SKU-104,Drift Yoga Mat,retail,5,55.0,0,0.0,26.0
2026-04-07,North,SKU-101,Aurora Desk Lamp,web,58,42.0,0,0.0,24.0
2026-04-07,North,SKU-101,Aurora Desk Lamp,marketplace,31,42.0,1,42.0,24.0
2026-04-07,North,SKU-101,Aurora Desk Lamp,retail,15,42.0,0,0.0,24.0
2026-04-07,North,SKU-102,Nimbus Bottle,web,102,28.0,5,140.0,11.0
2026-04-07,North,SKU-102,Nimbus Bottle,marketplace,49,28.0,2,56.0,11.0
2026-04-07,North,SKU-102,Nimbus Bottle,retail,25,28.0,1,28.0,11.0
2026-04-07,North,SKU-103,Halo Phone Stand,web,126,19.0,5,95.0,7.5
2026-04-07,North,SKU-103,Halo Phone Stand,marketplace,67,19.0,3,57.0,7.5
2026-04-07,North,SKU-103,Halo Phone Stand,retail,35,19.0,2,38.0,7.5
2026-04-07,North,SKU-104,Drift Yoga Mat,web,29,55.0,3,165.0,26.0
2026-04-07,North,SKU-104,Drift Yoga Mat,marketplace,14,55.0,1,55.0,26.0
2026-04-07,North,SKU-104,Drift Yoga Mat,retail,7,55.0,0,0.0,26.0
2026-04-07,South,SKU-101,Aurora Desk Lamp,web,67,42.0,2,84.0,24.0
2026-04-07,South,SKU-101,Aurora Desk Lamp,marketplace,36,42.0,1,42.0,24.0
2026-04-07,South,SKU-101,Aurora Desk Lamp,retail,18,42.0,0,0.0,24.0
2026-04-07,South,SKU-102,Nimbus Bottle,web,114,28.0,4,112.0,11.0
2026-04-07,South,SKU-102,Nimbus Bottle,marketplace,63,28.0,2,56.0,11.0
2026-04-07,South,SKU-102,Nimbus Bottle,retail,31,28.0,0,0.0,11.0
2026-04-07,South,SKU-103,Halo Phone Stand,web,145,19.0,7,133.0,7.5
2026-04-07,South,SKU-103,Halo Phone Stand,marketplace,77,19.0,1,19.0,7.5
2026-04-07,South,SKU-103,Halo Phone Stand,retail,40,19.0,2,38.0,7.5
2026-04-07,South,SKU-104,Drift Yoga Mat,web,32,55.0,3,165.0,26.0
2026-04-07,South,SKU-104,Drift Yoga Mat,marketplace,17,55.0,1,55.0,26.0
2026-04-07,South,SKU-104,Drift Yoga Mat,retail,8,55.0,0,0.0,26.0
2026-04-07,West,SKU-101,Aurora Desk Lamp,web,41,42.0,1,42.0,24.0
2026-04-07,West,SKU-101,Aurora Desk Lamp,marketplace,22,42.0,0,0.0,24.0
2026-04-07,West,SKU-101,Aurora Desk Lamp,retail,10,42.0,0,0.0,24.0
2026-04-07,West,SKU-102,Nimbus Bottle,web,71,28.0,2,56.0,11.0
2026-04-07,West,SKU-102,Nimbus Bottle,marketplace,40,28.0,0,0.0,11.0
2026-04-07,West,SKU-102,Nimbus Bottle,retail,20,28.0,0,0.0,11.0
2026-04-07,West,SKU-103,Halo Phone Stand,web,87,19.0,4,76.0,7.5
2026-04-07,West,SKU-103,Halo Phone Stand,marketplace,50,19.0,2,38.0,7.5
2026-04-07,West,SKU-103,Halo Phone Stand,retail,23,19.0,0,0.0,7.5
2026-04-07,West,SKU-104,Drift Yoga Mat,web,21,55.0,1,55.0,26.0
2026-04-07,West,SKU-104,Drift Yoga Mat,marketplace,10,55.0,1,55.0,26.0
2026-04-07,West,SKU-104,Drift Yoga Mat,retail,5,55.0,0,0.0,26.0
2026-04-08,North,SKU-101,Aurora Desk Lamp,web,57,42.0,1,42.0,24.0
2026-04-08,North,SKU-101,Aurora Desk Lamp,marketplace,30,42.0,0,0.0,24.0
2026-04-08,North,SKU-101,Aurora Desk Lamp,retail,14,42.0,0,0.0,24.0
2026-04-08,North,SKU-102,Nimbus Bottle,web,97,28.0,3,84.0,11.0
2026-04-08,North,SKU-102,Nimbus Bottle,marketplace,49,28.0,2,56.0,11.0
2026-04-08,North,SKU-102,Nimbus Bottle,retail,24,28.0,1,28.0,11.0
2026-04-08,North,SKU-103,Halo Phone Stand,web,125,19.0,5,95.0,7.5
2026-04-08,North,SKU-103,Halo Phone Stand,marketplace,63,19.0,2,38.0,7.5
2026-04-08,North,SKU-103,Halo Phone Stand,retail,33,19.0,1,19.0,7.5
2026-04-08,North,SKU-104,Drift Yoga Mat,web,28,55.0,3,165.0,26.0
2026-04-08,North,SKU-104,Drift Yoga Mat,marketplace,14,55.0,1,55.0,26.0
2026-04-08,North,SKU-104,Drift Yoga Mat,retail,7,55.0,0,0.0,26.0
2026-04-08,South,SKU-101,Aurora Desk Lamp,web,63,42.0,1,42.0,24.0
2026-04-08,South,SKU-101,Aurora Desk Lamp,marketplace,32,42.0,1,42.0,24.0
2026-04-08,South,SKU-101,Aurora Desk Lamp,retail,17,42.0,0,0.0,24.0
2026-04-08,South,SKU-102,Nimbus Bottle,web,111,28.0,5,140.0,11.0
2026-04-08,South,SKU-102,Nimbus Bottle,marketplace,60,28.0,1,28.0,11.0
2026-04-08,South,SKU-102,Nimbus Bottle,retail,31,28.0,1,28.0,11.0
2026-04-08,South,SKU-103,Halo Phone Stand,web,139,19.0,9,171.0,7.5
2026-04-08,South,SKU-103,Halo Phone Stand,marketplace,77,19.0,2,38.0,7.5
2026-04-08,South,SKU-103,Halo Phone Stand,retail,39,19.0,1,19.0,7.5
2026-04-08,South,SKU-104,Drift Yoga Mat,web,31,55.0,1,55.0,26.0
2026-04-08,South,SKU-104,Drift Yoga Mat,marketplace,15,55.0,1,55.0,26.0
2026-04-08,South,SKU-104,Drift Yoga Mat,retail,7,55.0,0,0.0,26.0
2026-04-08,West,SKU-101,Aurora Desk Lamp,web,42,42.0,1,42.0,24.0
2026-04-08,West,SKU-101,Aurora Desk Lamp,marketplace,23,42.0,0,0.0,24.0
2026-04-08,West,SKU-101,Aurora Desk Lamp,retail,11,42.0,0,0.0,24.0
2026-04-08,West,SKU-102,Nimbus Bottle,web,71,28.0,2,56.0,11.0
2026-04-08,West,SKU-102,Nimbus Bottle,marketplace,39,28.0,2,56.0,11.0
2026-04-08,West,SKU-102,Nimbus Bottle,retail,18,28.0,0,0.0,11.0
2026-04-08,West,SKU-103,Halo Phone Stand,web,85,19.0,4,76.0,7.5
2026-04-08,West,SKU-103,Halo Phone Stand,marketplace,47,19.0,3,57.0,7.5
2026-04-08,West,SKU-103,Halo Phone Stand,retail,23,19.0,1,19.0,7.5
2026-04-08,West,SKU-104,Drift Yoga Mat,web,20,55.0,1,55.0,26.0
2026-04-08,West,SKU-104,Drift Yoga Mat,marketplace,9,55.0,0,0.0,26.0
2026-04-08,West,SKU-104,Drift Yoga Mat,retail,4,55.0,0,0.0,26.0
2026-04-09,North,SKU-101,Aurora Desk Lamp,web,60,42.0,0,0.0,24.0
2026-04-09,North,SKU-101,Aurora Desk Lamp,marketplace,32,42.0,0,0.0,24.0
2026-04-09,North,SKU-101,Aurora Desk Lamp,retail,16,42.0,0,0.0,24.0
2026-04-09,North,SKU-102,Nimbus Bottle,web,112,28.0,2,56.0,11.0
2026-04-09,North,SKU-102,Nimbus Bottle,marketplace,58,28.0,2,56.0,11.0
2026-04-09,North,SKU-102,Nimbus Bottle,retail,29,28.0,1,28.0,11.0
2026-04-09,North,SKU-103,Halo Phone Stand,web,132,19.0,9,171.0,7.5
2026-04-09,North,SKU-103,Halo Phone Stand,marketplace,73,19.0,4,76.0,7.5
2026-04-09,North,SKU-103,Halo Phone Stand,retail,35,19.0,1,19.0,7.5
2026-04-09,North,SKU-104,Drift Yoga Mat,web,29,55.0,1,55.0,26.0
2026-04-09,North,SKU-104,Drift Yoga Mat,marketplace,17,55.0,2,110.0,26.0
2026-04-09,North,SKU-104,Drift Yoga Mat,retail,8,55.0,0,0.0,26.0
2026-04-09,South,SKU-101,Aurora Desk Lamp,web,76,42.0,2,84.0,24.0
2026-04-09,South,SKU-101,Aurora Desk Lamp,marketplace,39,42.0,0,0.0,24.0
2026-04-09,South,SKU-101,Aurora Desk Lamp,retail,18,42.0,0,0.0,24.0
2026-04-09,South,SKU-102,Nimbus Bottle,web,120,28.0,5,140.0,11.0
2026-04-09,South,SKU-102,Nimbus Bottle,marketplace,63,28.0,1,28.0,11.0
2026-04-09,South,SKU-102,Nimbus Bottle,retail,30,28.0,1,28.0,11.0
2026-04-09,South,SKU-103,Halo Phone Stand,web,158,19.0,8,152.0,7.5
2026-04-09,South,SKU-103,Halo Phone Stand,marketplace,81,19.0,3,57.0,7.5
